"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI"
"5150","CAUVERY AT KUMBAKONAM, THANJAVUR","TAMILNADU","RIVERWATER",27.5,8.1,513,1.7,0.22,182,864,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5151","CAUVERY AT COLEROON","TAMILNADU","RIVERWATER",31.5,8,1133,0.8,0.2,148,303,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5152","CAUVERY AT PITCHAVARAM","TAMILNADU","RIVERWATER",31.8,8.1,1073,1.6,0.16,148,288,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5153","YAGACHI NEAR PUMPING STATION. HASSAN CITY","KARNATAKA","RIVERWATER",25,7.8,345,1.3,0.12,798,1600,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"5154","HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR","KARNATAKA","RIVERWATER",24.3,7.6,325,1.3,0.15,815,1600,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"5155","SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR","KARNATAKA","RIVERWATER",28.3,7.5,571,2.5,1.38,19,39,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"5156","SHIMSHA AT D/S OF BRIDGE, HALAGUR","KARNATAKA","RIVERWATER",27,8.3,556,1,0.71,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5157","ARKAVATHI AT D/S OF KANAKAPURA TOWN","KARNATAKA","RIVERWATER",27,7.7,1000,2.1,21.34,30,70,2011,40,100,0,100,80,60,6.8,17,13,0,17.6,13.2,67.6
"5158","ARKAVATHI AT T.G. HALLI RESERVOIR","KARNATAKA","RIVERWATER",26.5,8.2,934,3.6,3.37,17,54,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"5159","ARKAVATHI AT HESARAGHATTA RESERVOIR","KARNATAKA","RIVERWATER",25.5,9.6,545,2.5,5.76,9,18,2011,40,60,0,100,100,80,6.8,10.2,13,0,22,17.6,69.6
"5160","LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN","KARNATAKA","RIVERWATER",26.5,7.6,502,3,0.74,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5161","LAKSHMANTIRTHA  AT D/S OF KATTEMALAVADI","KARNATAKA","RIVERWATER",27.7,7.8,557,2.7,0.96,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5162","KABBANI AT MUTHANKARA","KERALA","RIVERWATER",24.6,7,76,0.7,0.32,283,435,2011,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"5163","KABBANI AT SARAGUR VILLAGE D/S","KARNATAKA","RIVERWATER",24.8,8.1,146,1,0.17,1600,1600,2011,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"5164","KABBANI AT CAUSE WAY  SATTUR","KARNATAKA","RIVERWATER",26.5,8,282,1,0.35,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"5165","KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD","KARNATAKA","RIVERWATER",26.8,8,295,1,0.36,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"5166","KABINI AT BATHING GHAT, NANJANAGUD","KARNATAKA","RIVERWATER",26.7,7.6,277,1.9,0.43,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"5167","BHAVANI AT ELACHIVAZHY","KERALA","RIVERWATER",24.6,7.3,110,0.4,0.31,195,315,2011,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"5168","BHAVANI AT PATHIRAKALIAMMAN KOIL","TAMILNADU","RIVERWATER",26.2,8.1,276,0.8,0.29,107,220,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"5169","BHAVANI AT SIRUMUGAI","TAMILNADU","RIVERWATER",26.3,8,193,0.9,0.18,102,219,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16
"5170","BHAVANI AT BHAVANI SAGAR","TAMILNADU","RIVERWATER",27.6,8,255,1,0.18,129,285,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"5171","BHAVANI AT BHAVANI","TAMILNADU","RIVERWATER",27.6,8,343,1.3,0.17,168,348,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5172","BHAVANI AT D/S OF BHAVANISAGAR, SATHYAMANGALAM, ERODE","TAMILNADU","RIVERWATER",27.4,7.9,237,0.9,0.16,141,278,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"5173","AMRAVATI AT 1KM D/S FROM EFF.DIS. PT. AT MADHUTHUKKULAM","TAMILNADU","RIVERWATER",25.2,7.9,186,1,0.15,101,211,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16
"5174","U/S OF KALINGARAYAN CANAL (B5), ERODE","TAMILNADU","RIVERWATER",28.1,8,423,1.3,0.26,145,289,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5175","D/S OF KALINGARAYAN CANAL (B10), ERODE","TAMILNADU","RIVERWATER",28.2,7.9,501,1.8,0.21,177,369,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5176","SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRIES EFFLUENT","TAMILNADU","RIVERWATER",27.9,7.6,3413,35,0.43,18134.3000000001,50000,2011,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"5177","THIRUMANIMUTHAR AT SALEM,  D/S OF SAGO & TEXTILE DYING INDUSTRIES","TAMILNADU","RIVERWATER",27.6,7.5,2306,40.3,0.51,18134.3000000001,50000,2011,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"5178","DAMANGANGA AT DISCHARGE POINT OF DISTILLERY","DIU & DAMAN","RIVERWATER",28.1,8,23576,158.8,6.88,35,46,2011,40,100,0,0,100,80,6.8,17,0,0,22,17.6,63.4
"5179","DAMANGANGA AT KACHIGAON U\S AT GIDC WIER","GUJARAT","RIVERWATER",27.6,7.3,212,1.4,0.84,3,6,2011,40,100,60,100,100,80,6.8,17,13,5.16,22,17.6,81.56
"5180","DAMANGANGA AT KACHIGAON D\S (DAMAN)","GUJARAT","RIVERWATER",28.2,8.3,12771,4.1,1.48,7,30,2011,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8
"5181","BALEHWAR KHADI AT N.H. NO. 8","GUJARAT","RIVERWATER",28,8,304,1.5,0.18,1500,3550,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5182","PURNA ON BRIDGE AT SURAT-NAVSARI HIGHWAY","GUJARAT","RIVERWATER",28.5,7.7,1315,2.5,0.22,1900,50000,2011,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"5183","KAVERI ON BRIDGE AT BILLIMORA-VALSAD ROAD","GUJARAT","RIVERWATER",29.5,7.6,36593,3.9,0.07,1200,3200,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65
"5184","DHADAR AT KOTHADA","GUJARAT","RIVERWATER",27,7.7,1291,10,0.34,23,77,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8
"5185","AMBIKA AT BILIMORA","GUJARAT","RIVERWATER",29.5,7.7,18865,3.6,3.12,900,2450,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65
"5186","KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD","GUJARAT","RIVERWATER",27,8.4,605,6.5,1.68,5,15,2011,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"5187","KOLAK AT PATALIA BDG.","GUJARAT","RIVERWATER",26.7,8.2,600,4.3,1.66,6,20,2011,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8
"5188","MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN","GUJARAT","RIVERWATER",27,7.2,729,4,0.33,900,2300,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65
"5189","ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA","GOA","RIVERWATER",28.7,6.5,43,1.1,0.42,8,178,2011,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"5190","ZUARI AT PANCHAWADI","GOA","RIVERWATER",29.3,7,59,1.1,0.27,8,113,2011,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"5191","MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA","GOA","RIVERWATER",28.8,6.2,106,1.5,0.28,9,166,2011,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48
"5192","MANDOVI AT TONCA, MARCELA, GOA","GOA","RIVERWATER",28.3,6.6,516,1.1,0.18,8,169,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5193","RIVER KALNA AT CHANDEL- PERNEM","GOA","RIVERWATER",25.8,6.1,87,0.9,0.33,6,169,2011,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48
"5194","RIVER ASSONORA AT ASSONORA","GOA","RIVERWATER",28.3,5.9,74,1.5,0.22,8,163,2011,40,60,100,100,100,60,6.8,10.2,13,8.6,22,13.2,73.8
"5195","RIVER BICHOLIM VARAZAN NAGAR","GOA","RIVERWATER",27.8,6.3,127,2,0.44,10,149,2011,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48
"5196","RIVER CHAPORA NEAR ALORNA FORT ,PERNEM","GOA","RIVERWATER",26,6.2,226,1.6,0.18,9,151,2011,40,80,40,100,100,60,6.8,13.6,13,3.44,22,13.2,72.04
"5197","RIVER KHANDEPAR AT OPA - PONDA","GOA","RIVERWATER",27.8,5.9,93,1.8,0.28,9,131,2011,40,60,80,100,100,60,6.8,10.2,13,6.88,22,13.2,72.08
"5198","RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM","GOA","RIVERWATER",26.3,6.2,76,1.3,0.41,11,133,2011,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48
"5199","RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM","GOA","RIVERWATER",25.7,6.2,113,1.2,0.33,9,137,2011,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48
"5200","RIVER MADAI AT DABOS -  VALPOI","GOA","RIVERWATER",29,5.9,100,1.3,0.27,6,173,2011,40,60,80,100,100,60,6.8,10.2,13,6.88,22,13.2,72.08
"5201","RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI","GOA","RIVERWATER",26.9,5.9,273,1.8,0.31,10,171,2011,40,60,40,100,100,60,6.8,10.2,13,3.44,22,13.2,68.64
"5202","RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAO- CANACONA NATIONAL HIGHWAY)","GOA","RIVERWATER",27,6.5,201,2,0.43,9,149,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16
"5203","RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM","GOA","RIVERWATER",27.5,6.3,245,1.8,0.31,7,135,2011,40,80,40,100,100,60,6.8,13.6,13,3.44,22,13.2,72.04
"5204","RIVER TALPONA AT CANACONA","GOA","RIVERWATER",28.3,6.5,75,0.9,0.22,7,166,2011,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"5205","VALVANT AT SANKLI - BICHOLIM, GOA","GOA","RIVERWATER",29,6,74,1.6,0.11,8,181,2011,40,80,100,100,100,60,6.8,13.6,13,8.6,22,13.2,77.2
"5206","AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA","MAHARASHTRA","RIVERWATER",28.2,7.9,108,3.3,0.42,65,137,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5207","BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE","MAHARASHTRA","RIVERWATER",27.4,8,129,3.5,0.49,40,105,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5208","BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE","MAHARASHTRA","RIVERWATER",27.3,8,130,3.3,0.46,33,93,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5209","KALU AT ATALE VILLAGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28.5,7.4,2323,6.3,1.47,400,541,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4
"5210","KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE","MAHARASHTRA","RIVERWATER",28.4,7.6,462,4.9,2.47,23,63,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"5211","KUNDALIKA AT ROHA CITY, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28.4,7.7,107,3.8,0.4,131,285,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5212","KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE )","MAHARASHTRA","RIVERWATER",28.9,7.4,299,5.1,0.95,209,401,2011,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84
"5213","KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD","MAHARASHTRA","RIVERWATER",28.2,7.8,33259,6.8,1.61,114,228,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8
"5214","KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD","MAHARASHTRA","RIVERWATER",28.9,7.9,77,3.2,0.42,164,282,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5215","MITHI RIVER","MAHARASHTRA","RIVERWATER",27,7.4,28018,46,1.67,908,1164,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4
"5216","MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI","MAHARASHTRA","RIVERWATER",27.9,7.8,350,2.6,1.99,2,72,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5217","PATALGANGA AT SHILPHATA, MAHARASHTRA","MAHARASHTRA","RIVERWATER",26.8,7.5,133,3.2,0.55,252,409,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5218","PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27.2,7.5,143,3.4,0.54,149,307,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5219","PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD","MAHARASHTRA","RIVERWATER",26.8,6.9,609,4.2,3.1,65,135,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"5220","PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD","MAHARASHTRA","RIVERWATER",26.9,7.4,129,3.2,0.86,51,133,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5221","PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD","MAHARASHTRA","RIVERWATER",26.8,7.4,130,3.2,0.75,45,124,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5222","PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD","MAHARASHTRA","RIVERWATER",26.9,7.4,130,5,0.74,67,158,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5223","PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD","MAHARASHTRA","RIVERWATER",26.9,7.5,120,3.6,0.73,85,226,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5224","PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.","MAHARASHTRA","RIVERWATER",26.2,7.9,139,3.2,0.45,74,147,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5225","SAVITRI RIVER AT OVALE VILLAGE.","MAHARASHTRA","RIVERWATER",27.4,7.4,13925,59.1,3.08,4,116,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8
"5226","SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD","MAHARASHTRA","RIVERWATER",26.4,7.7,274,2.3,2.04,5,88,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"5227","SAVITRI AT SHEDAV DOH,,RAIGAD","MAHARASHTRA","RIVERWATER",26.7,7.9,326,2.5,2.32,2,71,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5228","SAVITRI RIVER AT DADLI BRIDGE","MAHARASHTRA","RIVERWATER",27.3,7.9,7392,2.4,6.41,4,71,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"5229","SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH","MAHARASHTRA","RIVERWATER",27.4,7.7,12051,4.4,5.37,4,102,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"5230","SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE","MAHARASHTRA","RIVERWATER",27.6,8.3,162,3.8,0.48,44,90,2011,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56
"5231","SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE","MAHARASHTRA","RIVERWATER",27.5,8.3,212,3.6,0.44,47,90,2011,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56
"5232","SURYA AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR","MAHARASHTRA","RIVERWATER",27.5,8.3,227,3.2,0.48,67,124,2011,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84
"5233","TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE","MAHARASHTRA","RIVERWATER",26.9,8.2,314,4.3,0.45,28,69,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"5234","ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",25.9,7.8,151,3.4,0.5,601,740,2011,40,100,60,80,100,40,6.8,17,10.4,5.16,22,8.8,70.16
"5235","ULHAS AT U/S OF BADLAPUR","MAHARASHTRA","RIVERWATER",25.9,7.8,123,3.4,0.44,42,100,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5236","ULHAS ATJAMBHUL WATER WORKS.","MAHARASHTRA","RIVERWATER",26,7.8,139,3.3,0.76,85,169,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28
"5237","VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE","MAHARASHTRA","RIVERWATER",26.9,8.2,313,4,0.49,49,99,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"5238","VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.","MAHARASHTRA","RIVERWATER",24.8,7.8,215,2.5,0.83,2,51,2011,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56
"5239","VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ","MAHARASHTRA","RIVERWATER",26.2,7.8,204,2.5,0.77,2,68,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16
"5240","VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE","MAHARASHTRA","RIVERWATER",25.3,7.7,205,2.2,0.93,2,55,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16
"5241","ACHENKOIL AT THUMPAMON","KERALA","RIVERWATER",26.6,6.9,72,0.5,0.25,278,641,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5242","ACHENKOIL AT CHENNITHULA","KERALA","RIVERWATER",26.8,6.9,70,0.9,0.49,223,495,2011,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"5243","R ANCHARAKANDY AT MERUVAMBA","KERALA","RIVERWATER",26.6,7.1,52,0.8,0.18,46,520,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5244","R ANCHARAKANDY AT MERUVAMBA","KERALA","RIVERWATER",26.8,7,830,0.8,0.16,94,654,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5245","R AYROOR AT AYROOR BRIDGE","KERALA","RIVERWATER",29.3,6.9,95,1.3,0.99,750,1325,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5246","R BHARATHAPUZHA AT KUTTIPPURAM","KERALA","RIVERWATER",25.4,7.4,164,0.9,0.46,1325,2225,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"5247","R BHARATHAPUZHA AT PATTAMBI","KERALA","RIVERWATER",25.5,7.5,231,0.8,0.55,1000,1725,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"5248","CHALAKUDY AT PULICKALKA-DAVU","KERALA","RIVERWATER",26.6,6.9,101,1.3,0.47,468,1127,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5249","CHALIYAR AT KOOLIMADU, KERALA","KERALA","RIVERWATER",24.7,7.1,64,0.6,0.4,283,646,2011,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6
"5250","CHALIYAR AT CHUNGAPALLY","KERALA","RIVERWATER",24.8,7.1,4600,0.6,0.35,229,538,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"5251","CHANDRAGIRI AT PADIYATHADKA","KERALA","RIVERWATER",28,7.2,52,0.6,0.15,285,900,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5252","CHITTHRAPUZHA AT IRUMPANAM","KERALA","RIVERWATER",27.4,6.8,265,2.4,2.3,1525,50000,2011,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24
"5253","R CORAPUZHA AT KANAYANKODE","KERALA","RIVERWATER",26,7,12769,1.2,0.41,725,1650,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5254","ITHIKKARA AT AYUR, KERALA","KERALA","RIVERWATER",27.4,7,90,0.6,0.64,338,625,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5255","R ITHIKKARA AT ITHIKKARA","KERALA","RIVERWATER",26.5,7,248,0.8,0.66,500,1150,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"5256","KADALUNDY AT THIRURANGADY","KERALA","RIVERWATER",28.4,7,94,1.1,0.13,183,370,2011,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88
"5257","R KADALUNDI AT HAJIRAPPALLY","KERALA","RIVERWATER",28.8,7.5,76,0.8,0.08,275,585,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5258","R KADAMBAYAR AT BRAHMAPURAM","KERALA","RIVERWATER",26.7,6.6,192,3.6,0.92,881,2978,2011,40,100,60,80,100,40,6.8,17,10.4,5.16,22,8.8,70.16
"5259","R KADAMBAYAR AT MANCKAKADAVU","KERALA","RIVERWATER",26.4,6.8,79,2.4,0.2,456,1275,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5260","KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA","KERALA","RIVERWATER",26.5,7.1,52,0.6,0.15,298,687,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5261","R KALLAI AT KALLAI BRIDGE","KERALA","RIVERWATER",25.5,7.5,25964,1.1,0.76,945,1588,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5262","KARINGODE AT KAKKADAVU","KERALA","RIVERWATER",28,7.3,54,0.9,0.25,330,610,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5263","KARAMANA AT MOONNATTUMUKKU","KERALA","RIVERWATER",28,7.1,1239,11.9,1.87,18134.3000000001,50000,2011,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"5264","R KARUVANNURR AT KARUVANNUR BRIDGE","KERALA","RIVERWATER",27.9,6.5,58,1.3,0.34,255,960,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5265","R KAVVAI AT KUTTIYOL PALAM","KERALA","RIVERWATER",28.1,6.8,77,1.2,0.16,73,208,2011,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88
"5266","R KEECHERI AT VADAKKANCHERY BRIDGE","KERALA","RIVERWATER",28.6,6.6,80,1.6,0.27,335,775,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5267","R KORAYAR AT KANJIKODE","KERALA","RIVERWATER",25.3,7.8,666,1,0.24,993,1650,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5268","R KUPPAM AT THALIPARAMBA","KERALA","RIVERWATER",28.3,7.2,12768,1.1,0.13,88,1412,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"5269","R KUPPAM AT RAYAROM","KERALA","RIVERWATER",26.1,7.2,44,1,0.28,29,148,2011,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"5270","R KUTTIYADY AT  KUTTIYADY ESTATE","KERALA","RIVERWATER",24.3,7,27,0.4,0.11,73,218,2011,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84
"5271","R MAHE AT VALAYAM, KERALA","KERALA","RIVERWATER",26,7.2,59,0.6,0.19,160,465,2011,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"5272","R MAMOM AT MAMOM BRIDGE","KERALA","RIVERWATER",28.5,7.1,119,0.7,0.87,875,1725,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5273","MANIMALA  AT KALLOOPARA,","KERALA","RIVERWATER",26.6,7.1,54,1.3,0.41,415,913,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5274","MANIMALA AT THONDRA, KERALA","KERALA","RIVERWATER",26.8,6.6,104,1.5,0.49,500,1000,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5275","R MANJESWAR AT BAJRAKKARA BR.","KERALA","RIVERWATER",28,7.2,92,0.7,0.38,765,1390,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"5276","MEENACHIL AT KIDANGOOR, KERALA","KERALA","RIVERWATER",26.2,6.6,48,0.5,0.44,1225,2025,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2
"5277","R MOGRAL AT MOGRAL BR.","KERALA","RIVERWATER",28.5,7.1,20455,0.6,0.58,433,675,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
